9645,2015-11-04 23:03:19,2015-11-05 01:34:12
8419,2015-11-04 23:05:34,2015-11-05 01:34:06
5255,2015-11-04 23:07:00,2015-11-05 01:33:33
2194,2015-11-04 23:05:04,2015-11-05 01:33:27
9330,2015-11-04 23:04:04,2015-11-05 01:33:25
4047,2015-11-04 23:11:00,2015-11-05 01:32:52
7081,2015-11-04 23:03:11,2015-11-05 01:30:25
8311,2015-11-04 23:03:26,2015-11-05 01:30:22
0552,2015-11-04 23:04:15,2015-11-05 01:26:34
6099,2015-11-04 23:04:27,2015-11-05 01:21:25
4857,2015-11-04 23:06:37,2015-11-05 01:12:56
0219,2015-11-04 23:21:50,2015-11-05 01:05:02
2974,2015-11-04 23:05:23,2015-11-05 01:00:16
9824,2015-11-04 23:05:57,2015-11-05 00:58:36
3350,2015-11-04 23:04:13,2015-11-05 00:57:34
0461,2015-11-04 23:05:58,2015-11-05 00:57:27
6582,2015-11-04 23:04:17,2015-11-05 00:57:22
9949,2015-11-04 23:03:37,2015-11-05 00:48:58
8530,2015-11-04 23:07:40,2015-11-05 00:48:53
2297,2015-11-04 23:05:40,2015-11-05 00:48:42
2991,2015-11-04 23:08:38,2015-11-05 00:48:37
8544,2015-11-04 23:25:12,2015-11-05 00:47:55
0128,2015-11-04 23:04:53,2015-11-05 00:45:11
8503,2015-11-04 23:02:58,2015-11-05 00:34:13
3033,2015-11-04 23:05:36,2015-11-05 00:28:49
3122,2015-11-04 23:36:45,2015-11-05 00:25:56
2524,2015-11-04 23:04:42,2015-11-05 00:23:01
3974,2015-11-04 23:05:48,2015-11-05 00:22:44
0644,2015-11-04 23:06:20,2015-11-05 00:12:08
6502,2015-11-04 23:29:01,2015-11-04 23:33:28
2194,2015-10-30 22:16:11,2015-10-31 00:33:37
9645,2015-10-30 22:06:38,2015-10-31 00:30:00
9330,2015-10-30 22:02:01,2015-10-31 00:29:26
2974,2015-10-30 22:16:39,2015-10-31 00:29:22
8311,2015-10-30 22:02:27,2015-10-31 00:29:20
6582,2015-10-30 22:23:02,2015-10-31 00:09:06
3350,2015-10-30 22:04:09,2015-10-31 00:08:04
8544,2015-10-30 22:02:12,2015-10-31 00:07:54
6099,2015-10-30 22:05:13,2015-10-31 00:07:37
2524,2015-10-30 22:09:22,2015-10-31 00:06:27
6152,2015-10-30 22:17:11,2015-10-31 00:00:20
4857,2015-10-30 22:05:02,2015-10-30 23:59:47
8321,2015-10-30 23:59:28,2015-10-30 23:59:32
6398,2015-10-30 22:18:04,2015-10-30 23:59:10
6399,2015-10-30 22:17:57,2015-10-30 23:59:07
8503,2015-10-30 22:02:38,2015-10-30 23:57:32
0219,2015-10-30 22:10:14,2015-10-30 23:57:20
9949,2015-10-30 22:12:09,2015-10-30 23:55:30
3353,2015-10-30 22:03:10,2015-10-30 23:55:28
2991,2015-10-30 23:08:51,2015-10-30 23:55:03
2297,2015-10-30 22:16:37,2015-10-30 23:53:11
8530,2015-10-30 22:16:35,2015-10-30 23:53:09
6171,2015-10-30 22:05:23,2015-10-30 23:52:30
8314,2015-10-30 22:03:21,2015-10-30 23:44:54
3122,2015-10-30 22:05:39,2015-10-30 23:44:30
0123,2015-10-30 22:12:10,2015-10-30 23:35:24
6122,2015-10-30 22:30:31,2015-10-30 23:34:36
3974,2015-10-30 22:12:37,2015-10-30 23:29:57
9824,2015-10-30 22:03:33,2015-10-30 23:22:34
6099,2015-10-30 22:04:54,2015-10-30 22:05:10
8419,2015-10-28 22:04:59,2015-10-29 00:34:51
1344,2015-10-28 21:56:18,2015-10-29 00:28:13
7081,2015-10-28 22:05:31,2015-10-29 00:28:05
0219,2015-10-28 22:09:14,2015-10-29 00:26:49
8311,2015-10-28 20:47:11,2015-10-29 00:26:42
9645,2015-10-28 21:32:01,2015-10-29 00:26:31
6152,2015-10-28 22:26:21,2015-10-29 00:07:37
0034,2015-10-28 21:57:26,2015-10-29 00:04:49
8544,2015-10-28 21:48:12,2015-10-29 00:02:05
3974,2015-10-28 23:35:20,2015-10-28 23:59:27
3974,2015-10-28 21:48:46,2015-10-28 23:30:51
0644,2015-10-28 21:56:05,2015-10-28 23:07:46
2150,2015-10-28 20:45:02,2015-10-28 21:31:04
1344,2015-10-28 20:47:21,2015-10-28 20:47:26
9420,2015-10-22 13:48:48,2015-10-22 13:52:40
8419,2015-10-21 22:02:44,2015-10-22 00:37:29
7081,2015-10-21 22:06:27,2015-10-22 00:36:10
8311,2015-10-21 22:02:58,2015-10-22 00:36:07
3350,2015-10-21 22:05:15,2015-10-22 00:36:01
9645,2015-10-21 22:05:36,2015-10-22 00:35:54
9824,2015-10-21 22:05:43,2015-10-22 00:18:18
1448,2015-10-21 22:19:26,2015-10-22 00:08:19
4047,2015-10-21 22:50:40,2015-10-22 00:08:08
2194,2015-10-21 22:08:59,2015-10-22 00:07:49
9102,2015-10-21 22:04:48,2015-10-22 00:05:05
6171,2015-10-21 22:04:42,2015-10-22 00:05:03
8314,2015-10-21 22:05:51,2015-10-22 00:01:00
8544,2015-10-21 22:04:02,2015-10-21 23:58:18
3122,2015-10-21 22:05:45,2015-10-21 23:56:22
2524,2015-10-21 22:10:52,2015-10-21 23:55:49
2297,2015-10-21 22:04:59,2015-10-21 23:51:20
8530,2015-10-21 22:04:51,2015-10-21 23:51:17
2991,2015-10-21 22:05:07,2015-10-21 23:51:05
0123,2015-10-21 22:04:40,2015-10-21 23:50:29
8313,2015-10-21 22:03:52,2015-10-21 23:50:27
9949,2015-10-21 22:04:54,2015-10-21 23:50:23
6099,2015-10-21 22:05:14,2015-10-21 23:49:56
1269,2015-10-21 22:04:03,2015-10-21 23:39:35
0461,2015-10-21 22:06:21,2015-10-21 23:35:33
6582,2015-10-21 22:07:50,2015-10-21 23:35:25
0128,2015-10-21 22:02:41,2015-10-21 23:29:19
0644,2015-10-21 22:08:22,2015-10-21 23:12:42
4919,2015-10-21 22:32:10,2015-10-21 23:00:17
9645,2015-10-17 00:56:00,2015-10-17 00:56:04
7081,2015-10-16 22:32:12,2015-10-17 00:55:58
9645,2015-10-16 23:41:54,2015-10-17 00:55:45
3974,2015-10-16 22:08:37,2015-10-17 00:46:23
8311,2015-10-17 00:44:26,2015-10-17 00:44:41
1269,2015-10-16 22:05:29,2015-10-17 00:44:01
8544,2015-10-16 22:07:04,2015-10-17 00:35:19
1448,2015-10-16 22:09:49,2015-10-17 00:20:06
5255,2015-10-16 22:17:26,2015-10-17 00:20:03
2194,2015-10-16 22:12:00,2015-10-17 00:18:07
7900,2015-10-16 23:17:39,2015-10-17 00:17:18
8503,2015-10-16 22:05:36,2015-10-17 00:16:32
9949,2015-10-16 22:05:55,2015-10-17 00:03:50
8314,2015-10-16 22:06:59,2015-10-16 23:59:20
4857,2015-10-16 22:06:54,2015-10-16 23:59:08
4047,2015-10-16 22:10:03,2015-10-16 23:50:51
6582,2015-10-16 22:12:02,2015-10-16 23:39:18
0128,2015-10-16 22:05:53,2015-10-16 23:38:53
0644,2015-10-16 22:11:20,2015-10-16 23:38:24
0123,2015-10-16 22:05:42,2015-10-16 23:31:41
2297,2015-10-16 22:06:14,2015-10-16 23:31:04
2991,2015-10-16 22:06:13,2015-10-16 23:30:57
8313,2015-10-16 22:11:17,2015-10-16 23:17:31
9645,2015-10-16 22:05:56,2015-10-16 23:15:34
3033,2015-10-16 22:06:57,2015-10-16 23:01:43
8419,2015-10-14 22:15:13,2015-10-15 00:44:32
7081,2015-10-14 22:39:05,2015-10-15 00:35:32
8311,2015-10-14 22:03:53,2015-10-15 00:33:53
9645,2015-10-14 22:05:22,2015-10-15 00:33:49
1025,2015-10-14 22:04:26,2015-10-15 00:27:21
9330,2015-10-14 22:04:27,2015-10-15 00:20:11
3033,2015-10-14 22:35:20,2015-10-15 00:12:27
9824,2015-10-14 22:04:33,2015-10-15 00:12:19
8314,2015-10-14 22:05:55,2015-10-15 00:12:00
4857,2015-10-14 22:05:53,2015-10-15 00:11:58
8544,2015-10-14 22:04:14,2015-10-15 00:10:14
0552,2015-10-14 22:03:43,2015-10-15 00:08:26
3350,2015-10-14 22:04:35,2015-10-15 00:05:22
2524,2015-10-14 22:08:55,2015-10-15 00:01:03
0461,2015-10-14 22:08:39,2015-10-14 23:54:04
6582,2015-10-14 22:02:25,2015-10-14 23:53:38
2150,2015-10-14 22:54:44,2015-10-14 23:53:14
3974,2015-10-14 22:07:28,2015-10-14 23:53:02
6099,2015-10-14 22:06:52,2015-10-14 23:49:27
9949,2015-10-14 22:04:06,2015-10-14 23:45:52
8530,2015-10-14 22:06:58,2015-10-14 23:45:47
2297,2015-10-14 22:07:11,2015-10-14 23:45:46
2991,2015-10-14 22:09:06,2015-10-14 23:44:47
1269,2015-10-14 22:06:59,2015-10-14 23:41:11
3122,2015-10-14 22:08:33,2015-10-14 23:21:08
6502,2015-10-14 22:04:55,2015-10-14 23:21:06
2688,2015-10-14 22:16:08,2015-10-14 23:12:09
0644,2015-10-14 22:07:00,2015-10-14 23:02:24
1097,2015-10-14 22:07:23,2015-10-14 23:02:11
2194,2015-10-14 22:06:35,2015-10-14 22:58:24
7854,2015-10-14 22:27:51,2015-10-14 22:52:49
4919,2015-10-14 22:36:06,2015-10-14 22:49:07
1025,2015-10-14 22:03:23,2015-10-14 22:04:24
6582,2015-10-14 22:02:04,2015-10-14 22:02:22
3974,2015-10-09 22:06:20,2015-10-10 00:31:41
1269,2015-10-09 22:05:57,2015-10-10 00:31:37
2150,2015-10-09 23:50:00,2015-10-10 00:31:33
0552,2015-10-09 22:02:40,2015-10-10 00:31:22
8419,2015-10-09 22:05:20,2015-10-10 00:31:17
6582,2015-10-09 22:01:46,2015-10-10 00:30:59
8311,2015-10-09 22:02:43,2015-10-10 00:30:53
9330,2015-10-10 00:23:55,2015-10-10 00:23:57
9330,2015-10-09 22:02:36,2015-10-10 00:23:52
9949,2015-10-09 22:03:31,2015-10-10 00:23:10
0123,2015-10-09 22:03:21,2015-10-10 00:23:06
6099,2015-10-09 22:03:59,2015-10-10 00:23:05
1448,2015-10-09 22:10:43,2015-10-10 00:19:33
8544,2015-10-09 22:02:04,2015-10-10 00:19:16
9645,2015-10-09 22:04:53,2015-10-10 00:15:47
4047,2015-10-09 22:17:26,2015-10-10 00:15:29
2194,2015-10-09 22:12:14,2015-10-10 00:14:58
7363,2015-10-09 22:12:28,2015-10-10 00:12:49
8503,2015-10-09 22:02:12,2015-10-10 00:11:21
5255,2015-10-09 22:12:38,2015-10-10 00:08:25
9102,2015-10-09 22:06:52,2015-10-10 00:03:30
2524,2015-10-09 22:04:04,2015-10-10 00:00:21
6502,2015-10-09 22:03:45,2015-10-09 23:55:55
660,2015-10-09 23:52:02,2015-10-09 23:53:08
2991,2015-10-09 22:10:24,2015-10-09 23:47:23
8530,2015-10-09 22:10:06,2015-10-09 23:47:19
2297,2015-10-09 22:10:54,2015-10-09 23:47:16
0644,2015-10-09 22:10:46,2015-10-09 23:43:25
2688,2015-10-09 22:04:07,2015-10-09 23:32:04
9824,2015-10-09 22:04:01,2015-10-09 23:16:10
0128,2015-10-09 22:03:04,2015-10-09 23:13:05
4857,2015-10-09 22:04:03,2015-10-09 22:49:49
8314,2015-10-09 22:04:02,2015-10-09 22:49:32
3033,2015-10-09 22:26:32,2015-10-09 22:47:07
4629,2015-10-09 22:08:16,2015-10-09 22:34:06
4634,2015-10-09 22:14:12,2015-10-09 22:23:07
3974,2015-10-08 22:22:20,2015-10-08 22:22:28
3974,2015-10-08 22:22:06,2015-10-08 22:22:13
6502,2015-10-08 00:03:02,2015-10-08 00:31:42
9330,2015-10-07 22:00:43,2015-10-08 00:28:14
8311,2015-10-07 22:03:19,2015-10-08 00:18:56
9645,2015-10-07 22:04:22,2015-10-08 00:18:50
9824,2015-10-07 22:05:27,2015-10-08 00:15:21
6582,2015-10-07 22:05:51,2015-10-08 00:15:15
1448,2015-10-07 22:28:04,2015-10-08 00:08:03
4047,2015-10-08 00:07:34,2015-10-08 00:07:44
3974,2015-10-07 23:00:53,2015-10-08 00:07:00
3033,2015-10-07 22:04:23,2015-10-08 00:06:50
8544,2015-10-07 22:03:39,2015-10-08 00:06:35
2150,2015-10-07 22:31:33,2015-10-08 00:05:57
2194,2015-10-07 22:09:05,2015-10-08 00:05:25
8419,2015-10-07 22:04:19,2015-10-08 00:04:06
4857,2015-10-07 22:05:17,2015-10-08 00:03:56
6099,2015-10-07 22:04:14,2015-10-08 00:03:17
3350,2015-10-07 22:08:40,2015-10-08 00:03:14
6502,2015-10-07 22:08:01,2015-10-08 00:02:36
8314,2015-10-07 22:06:20,2015-10-08 00:02:02
2524,2015-10-07 22:03:19,2015-10-07 23:58:51
3399,2015-10-07 23:57:22,2015-10-07 23:57:27
3128,2015-10-07 23:52:40,2015-10-07 23:53:04
0128,2015-10-07 22:04:17,2015-10-07 23:50:53
2974,2015-10-07 22:57:29,2015-10-07 23:47:37
0123,2015-10-07 22:05:53,2015-10-07 23:46:55
9949,2015-10-07 22:04:51,2015-10-07 23:46:45
1269,2015-10-07 22:09:43,2015-10-07 23:46:01
2688,2015-10-07 22:03:17,2015-10-07 23:34:59
0552,2015-10-07 22:06:05,2015-10-07 23:30:04
9102,2015-10-07 22:05:56,2015-10-07 23:26:02
8503,2015-10-07 23:25:10,2015-10-07 23:25:14
7854,2015-10-07 22:44:23,2015-10-07 23:13:29
3974,2015-10-07 23:00:34,2015-10-07 23:00:53
3974,2015-10-07 22:07:59,2015-10-07 23:00:30
4919,2015-10-07 22:23:47,2015-10-07 22:56:57
8503,2015-10-07 22:03:24,2015-10-07 22:03:28
1,2015-10-05 22:18:49,2015-10-05 22:18:53
1344,2015-10-05 22:13:12,2015-10-05 22:18:14
6999,2015-10-05 22:14:00,2015-10-05 22:17:48
2150,2015-10-03 00:29:47,2015-10-03 00:29:53
2150,2015-10-03 00:28:42,2015-10-03 00:29:05
2150,2015-10-02 23:19:38,2015-10-03 00:28:31
6122,2015-10-02 22:03:14,2015-10-03 00:27:38
8419,2015-10-02 22:04:21,2015-10-03 00:27:33
7081,2015-10-02 22:20:59,2015-10-03 00:27:27
6502,2015-10-02 22:08:17,2015-10-03 00:23:33
8311,2015-10-02 22:04:57,2015-10-03 00:23:16
9645,2015-10-02 22:08:06,2015-10-03 00:20:34
2974,2015-10-02 22:08:07,2015-10-03 00:20:29
8503,2015-10-03 00:06:52,2015-10-03 00:06:55
8503,2015-10-02 22:03:20,2015-10-03 00:06:43
8313,2015-10-02 22:09:39,2015-10-03 00:05:20
8544,2015-10-02 22:16:06,2015-10-03 00:04:38
2688,2015-10-02 22:09:14,2015-10-03 00:04:28
3974,2015-10-02 22:45:56,2015-10-02 23:59:39
1097,2015-10-02 22:06:00,2015-10-02 23:53:25
9949,2015-10-02 22:03:23,2015-10-02 23:44:02
0123,2015-10-02 22:05:27,2015-10-02 23:43:55
1269,2015-10-02 22:12:47,2015-10-02 23:19:47
4634,2015-10-02 22:09:29,2015-10-02 22:15:14
1092,2015-10-02 22:03:01,2015-10-02 22:03:04
1092,2015-10-02 22:02:45,2015-10-02 22:02:47
1092,2015-10-02 22:02:41,2015-10-02 22:02:43
1092,2015-10-02 22:02:36,2015-10-02 22:02:38
1092,2015-10-02 22:02:24,2015-10-02 22:02:34
7081,2015-09-30 22:03:41,2015-10-01 00:34:53
4047,2015-09-30 22:09:00,2015-10-01 00:30:53
9645,2015-09-30 22:08:04,2015-10-01 00:30:42
1448,2015-09-30 22:08:48,2015-10-01 00:30:39
8311,2015-09-30 22:03:45,2015-10-01 00:30:28
4629,2015-09-30 22:08:33,2015-10-01 00:30:11
2194,2015-09-30 22:06:37,2015-10-01 00:30:04
7363,2015-09-30 22:14:04,2015-10-01 00:29:21
8419,2015-09-30 22:05:02,2015-10-01 00:29:17
8503,2015-09-30 22:04:19,2015-10-01 00:22:29
6099,2015-09-30 22:05:45,2015-10-01 00:22:22
9949,2015-09-30 22:04:40,2015-10-01 00:20:55
0123,2015-09-30 22:05:09,2015-10-01 00:20:45
8544,2015-09-30 22:02:59,2015-10-01 00:20:29
4094,2015-10-01 00:13:15,2015-10-01 00:13:24
4094,2015-10-01 00:08:53,2015-10-01 00:09:26
9824,2015-09-30 22:05:07,2015-10-01 00:03:02
0552,2015-09-30 22:03:44,2015-10-01 00:00:59
6582,2015-09-30 22:02:52,2015-09-30 23:55:50
3974,2015-09-30 22:47:27,2015-09-30 23:55:19
0461,2015-09-30 22:03:49,2015-09-30 23:55:16
1269,2015-09-30 22:03:08,2015-09-30 23:49:06
0128,2015-09-30 22:03:39,2015-09-30 23:29:35
8314,2015-09-30 22:09:05,2015-09-30 23:22:52
2150,2015-09-30 22:06:46,2015-09-30 23:04:43
1097,2015-09-30 22:04:51,2015-09-30 23:04:12
5255,2015-09-30 22:16:58,2015-09-30 22:31:07
4634,2015-09-30 22:17:59,2015-09-30 22:22:41
6502,2015-09-30 22:04:23,2015-09-30 22:17:26
8311,2015-09-25 22:03:04,2015-09-26 01:01:15
1269,2015-09-25 22:04:57,2015-09-26 01:00:44
9330,2015-09-25 22:06:23,2015-09-26 00:42:18
2974,2015-09-25 22:08:36,2015-09-26 00:28:29
9645,2015-09-25 22:06:50,2015-09-26 00:19:02
4657,2015-09-25 22:03:15,2015-09-26 00:18:59
8419,2015-09-25 22:04:01,2015-09-26 00:18:53
2194,2015-09-25 22:09:05,2015-09-26 00:18:06
1448,2015-09-25 22:12:15,2015-09-26 00:18:01
3974,2015-09-25 22:20:29,2015-09-26 00:17:52
6582,2015-09-25 22:02:56,2015-09-26 00:14:20
2688,2015-09-25 22:05:52,2015-09-26 00:12:45
3353,2015-09-25 22:04:14,2015-09-26 00:08:27
6502,2015-09-25 22:05:29,2015-09-26 00:01:16
8177,2015-09-25 22:04:46,2015-09-26 00:01:06
9949,2015-09-25 22:09:13,2015-09-26 00:00:52
0128,2015-09-25 22:04:08,2015-09-26 00:00:41
7081,2015-09-25 22:03:26,2015-09-26 00:00:31
8313,2015-09-25 22:08:57,2015-09-26 00:00:08
2347,2015-09-25 23:58:49,2015-09-25 23:59:50
7900,2015-09-25 22:09:19,2015-09-25 23:59:37
8544,2015-09-25 22:03:57,2015-09-25 23:59:07
0123,2015-09-25 22:08:20,2015-09-25 23:58:31
3122,2015-09-25 22:08:39,2015-09-25 23:58:23
2524,2015-09-25 22:04:06,2015-09-25 23:58:11
6999,2015-09-25 23:22:12,2015-09-25 23:51:35
3033,2015-09-25 22:15:50,2015-09-25 22:51:02
1185,2015-09-25 22:08:23,2015-09-25 22:14:04
3033,2015-09-25 22:13:23,2015-09-25 22:13:28
3033,2015-09-25 22:13:21,2015-09-25 22:13:22
6122,2015-09-25 22:07:48,2015-09-25 22:08:00
9645,2015-09-25 22:06:31,2015-09-25 22:06:45
2194,2015-09-23 22:24:56,2015-09-24 00:36:49
8419,2015-09-23 22:03:56,2015-09-24 00:35:07
1448,2015-09-23 22:25:06,2015-09-24 00:34:59
9949,2015-09-23 22:04:44,2015-09-24 00:31:45
8503,2015-09-23 22:03:42,2015-09-24 00:31:26
0123,2015-09-23 22:04:43,2015-09-24 00:31:16
9330,2015-09-24 00:17:10,2015-09-24 00:28:01
9330,2015-09-23 22:12:49,2015-09-24 00:17:07
4857,2015-09-23 22:05:27,2015-09-24 00:05:00
8314,2015-09-23 22:05:54,2015-09-24 00:03:11
3122,2015-09-23 22:06:30,2015-09-24 00:02:24
2524,2015-09-23 23:50:15,2015-09-23 23:50:17
2524,2015-09-23 22:06:13,2015-09-23 23:50:03
6582,2015-09-23 22:06:50,2015-09-23 23:38:56
0461,2015-09-23 22:06:21,2015-09-23 23:38:42
1269,2015-09-23 22:13:41,2015-09-23 23:30:53
6099,2015-09-23 22:06:10,2015-09-23 23:29:50
1097,2015-09-23 22:05:22,2015-09-23 23:19:20
0128,2015-09-23 22:04:01,2015-09-23 23:02:36
4919,2015-09-23 22:23:27,2015-09-23 23:02:26
6999,2015-09-23 22:26:21,2015-09-23 22:26:31
6999,2015-09-23 22:26:00,2015-09-23 22:26:19
9102,2015-09-23 22:03:49,2015-09-23 22:03:49
8503,2015-09-23 22:03:28,2015-09-23 22:03:39
9330,2015-09-23 21:40:05,2015-09-23 21:40:12
0500,2015-09-23 21:31:35,2015-09-23 21:31:37
0500,2015-09-23 21:30:04,2015-09-23 21:31:33
1269,2015-09-22 22:50:32,2015-09-22 22:51:03
1269,2015-09-22 22:49:57,2015-09-22 22:50:01
1269,2015-09-22 22:49:20,2015-09-22 22:49:48
1269,2015-09-22 22:45:30,2015-09-22 22:45:33
1269,2015-09-22 22:43:13,2015-09-22 22:44:21
7081,2015-09-21 22:11:58,2015-09-22 01:20:16
4634,2015-09-21 22:11:30,2015-09-21 22:45:59
4634,2015-09-21 22:11:23,2015-09-21 22:11:27
1025,2015-09-18 22:29:09,2015-09-19 01:00:32
7081,2015-09-18 22:07:31,2015-09-19 00:56:25
6582,2015-09-18 22:02:16,2015-09-19 00:56:09
1448,2015-09-18 22:08:56,2015-09-19 00:55:49
4047,2015-09-18 22:09:10,2015-09-19 00:55:39
8311,2015-09-18 22:09:56,2015-09-19 00:53:57
2194,2015-09-18 22:07:21,2015-09-19 00:47:42
9645,2015-09-18 22:15:57,2015-09-19 00:32:54
6099,2015-09-18 22:12:29,2015-09-19 00:31:48
9330,2015-09-18 22:12:43,2015-09-19 00:14:38
7900,2015-09-18 22:15:46,2015-09-19 00:14:11
1269,2015-09-18 22:08:03,2015-09-19 00:10:44
2524,2015-09-18 22:06:10,2015-09-19 00:08:02
6999,2015-09-18 22:07:39,2015-09-19 00:04:29
8419,2015-09-18 22:01:43,2015-09-19 00:04:20
0123,2015-09-18 22:13:40,2015-09-19 00:04:14
9949,2015-09-19 00:03:54,2015-09-19 00:04:05
3353,2015-09-18 22:13:10,2015-09-19 00:03:48
9949,2015-09-18 22:13:23,2015-09-19 00:01:28
3122,2015-09-18 22:14:07,2015-09-19 00:01:08
6122,2015-09-18 22:03:21,2015-09-18 23:35:28
8325,2015-09-18 22:03:41,2015-09-18 23:22:45
0128,2015-09-18 22:09:38,2015-09-18 23:03:59
3033,2015-09-18 22:06:49,2015-09-18 22:59:17
1025,2015-09-18 22:10:53,2015-09-18 22:29:02
8311,2015-09-17 22:36:47,2015-09-17 23:42:08
8311,2015-09-16 22:03:51,2015-09-17 00:38:58
7081,2015-09-16 22:06:22,2015-09-17 00:35:43
3974,2015-09-16 22:08:44,2015-09-17 00:35:31
8419,2015-09-16 22:07:34,2015-09-17 00:31:42
1025,2015-09-16 21:30:50,2015-09-17 00:29:19
0123,2015-09-16 22:05:12,2015-09-17 00:26:21
2347,2015-09-16 22:03:42,2015-09-17 00:25:58
9949,2015-09-16 22:04:49,2015-09-17 00:25:35
2194,2015-09-16 22:09:29,2015-09-17 00:23:48
8313,2015-09-16 22:07:49,2015-09-17 00:23:41
8544,2015-09-16 22:04:17,2015-09-17 00:23:28
7363,2015-09-16 22:19:12,2015-09-17 00:23:19
3350,2015-09-16 22:07:43,2015-09-17 00:23:08
7900,2015-09-16 22:19:25,2015-09-17 00:03:01
8314,2015-09-16 22:07:27,2015-09-16 23:54:43
4857,2015-09-16 22:04:27,2015-09-16 23:54:33
2524,2015-09-16 22:04:07,2015-09-16 23:46:33
